id1,id2,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39
BB00096SALM14.jpg,BB00096SALM14.jpg,4.0,-2.0,-5.0,-6.0,5.0,-4.0,-7.0,6.0,9.0,5.0,3.0,15.0,13.0,2.0,15.0,5.0,-1.0,-1.0,-30.0,-33.0,10.0,-34.0,7.0,-15.0,-5.0,-34.0,0.0,11.0,6.0,6.0,9.0,3.0,1.0,84.0,-18.0,-3.0,-3.0,-51.0,-35.0,-89.0,-8.0,-1.0,1.0,-2.0,-17.0,-4.0,-11.0,-3.0,2.0,10.0,1.0,-6.0,-8.0,-5.0,3.0,-3.0,3.0,4.0,-2.0,-21.0,-14.0,-6.0,-10.0,-13.0,10.0,20.0,3.0,-28.0,-27.0,-14.0,-1.0,11.0,9.0,71.0,-41.0,1.0,2.0,18.0,5.0,-32.0
BB00096SALM15.jpg,BB00096SALM15.jpg,-2.0,5.0,-2.0,-1.0,2.0,0.0,9.0,-1.0,6.0,7.0,0.0,8.0,-2.0,7.0,-3.0,3.0,11.0,-5.0,-3.0,1.0,21.0,-19.0,26.0,7.0,11.0,-13.0,2.0,4.0,7.0,-2.0,1.0,2.0,-14.0,27.0,9.0,6.0,7.0,-5.0,-1.0,-16.0,3.0,0.0,0.0,0.0,0.0,4.0,-2.0,13.0,-2.0,3.0,0.0,1.0,2.0,0.0,-4.0,-2.0,-6.0,18.0,15.0,12.0,18.0,-9.0,16.0,-8.0,48.0,22.0,5.0,13.0,12.0,3.0,2.0,2.0,9.0,-2.0,8.0,-3.0,-1.0,14.0,6.0,-2.0
BB00096SALM16.jpg,BB00096SALM16.jpg,2.0,6.0,1.0,9.0,-5.0,-5.0,-6.0,-10.0,11.0,19.0,4.0,28.0,10.0,0.0,10.0,21.0,5.0,-5.0,-14.0,39.0,12.0,9.0,7.0,15.0,3.0,2.0,6.0,4.0,-9.0,31.0,5.0,15.0,-6.0,23.0,-62.0,-3.0,-3.0,0.0,-100.0,57.0,3.0,-6.0,-2.0,-4.0,4.0,0.0,-2.0,6.0,2.0,2.0,1.0,5.0,-4.0,-2.0,2.0,-7.0,-14.0,-16.0,0.0,8.0,-2.0,-4.0,1.0,2.0,-7.0,-8.0,4.0,-22.0,1.0,3.0,0.0,-16.0,-3.0,29.0,-97.0,-2.0,2.0,0.0,8.0,-6.0
BB00096SALM17.jpg,BB00096SALM17.jpg,0.0,4.0,-7.0,-5.0,6.0,-6.0,-8.0,4.0,15.0,-8.0,0.0,-9.0,-3.0,0.0,9.0,-7.0,-2.0,25.0,7.0,-16.0,20.0,31.0,4.0,3.0,24.0,13.0,4.0,29.0,-7.0,-15.0,1.0,-12.0,20.0,27.0,8.0,-11.0,-2.0,-6.0,57.0,-16.0,8.0,5.0,1.0,3.0,1.0,-2.0,11.0,-2.0,14.0,6.0,5.0,-4.0,1.0,-3.0,0.0,7.0,-5.0,3.0,7.0,-7.0,8.0,12.0,-3.0,5.0,15.0,5.0,-14.0,-30.0,-26.0,-3.0,-6.0,37.0,18.0,18.0,36.0,5.0,-1.0,18.0,4.0,-12.0
BB00096SALM18.jpg,BB00096SALM18.jpg,-5.0,0.0,-5.0,-2.0,-4.0,-4.0,6.0,5.0,12.0,16.0,18.0,146.0,-4.0,2.0,16.0,26.0,29.0,15.0,-10.0,-7.0,-8.0,31.0,-3.0,6.0,-1.0,-35.0,-19.0,7.0,21.0,30.0,6.0,2.0,21.0,3.0,-26.0,-6.0,6.0,-14.0,38.0,-68.0,-7.0,-1.0,-3.0,2.0,-2.0,-5.0,-28.0,-6.0,-1.0,5.0,0.0,44.0,1.0,12.0,5.0,-4.0,-12.0,4.0,-1.0,1.0,-1.0,-4.0,14.0,-11.0,5.0,7.0,-15.0,-38.0,-6.0,-5.0,3.0,0.0,5.0,43.0,24.0,-1.0,0.0,56.0,16.0,-22.0
BB00096SALM19.jpg,BB00096SALM19.jpg,1.0,7.0,4.0,20.0,6.0,8.0,-16.0,29.0,-4.0,6.0,-17.0,-33.0,-3.0,-34.0,-2.0,-5.0,-2.0,-3.0,11.0,8.0,-3.0,-2.0,5.0,12.0,9.0,42.0,29.0,23.0,-25.0,-2.0,-4.0,21.0,5.0,-18.0,-3.0,5.0,3.0,17.0,-5.0,181.0,-4.0,0.0,0.0,-6.0,1.0,-14.0,-11.0,-7.0,2.0,2.0,13.0,-2.0,3.0,3.0,0.0,4.0,-14.0,-12.0,1.0,11.0,12.0,20.0,12.0,4.0,11.0,3.0,-5.0,29.0,4.0,7.0,-7.0,3.0,5.0,4.0,-28.0,-1.0,0.0,-29.0,5.0,11.0
BB00096SALM20.jpg,BB00096SALM20.jpg,-4.0,-3.0,-19.0,-2.0,-11.0,-4.0,-12.0,4.0,3.0,13.0,4.0,-2.0,-23.0,6.0,-16.0,4.0,-1.0,0.0,10.0,2.0,18.0,27.0,-12.0,2.0,-8.0,-8.0,31.0,-34.0,10.0,6.0,-13.0,11.0,19.0,-1.0,-4.0,-3.0,-3.0,-30.0,-86.0,36.0,8.0,2.0,4.0,-1.0,2.0,9.0,11.0,6.0,10.0,13.0,6.0,0.0,11.0,10.0,-2.0,-6.0,-11.0,-11.0,-8.0,7.0,-5.0,6.0,-4.0,0.0,3.0,-34.0,12.0,-70.0,-1.0,2.0,3.0,13.0,1.0,-34.0,-23.0,0.0,0.0,-13.0,-23.0,9.0
BB00096SALM21.jpg,BB00096SALM21.jpg,3.0,2.0,-5.0,13.0,1.0,-11.0,12.0,10.0,-47.0,12.0,13.0,-17.0,-33.0,1.0,-9.0,21.0,-6.0,25.0,-13.0,-20.0,-5.0,0.0,-9.0,11.0,4.0,1.0,-2.0,0.0,9.0,21.0,-23.0,-5.0,-9.0,-43.0,58.0,9.0,6.0,2.0,8.0,14.0,-2.0,0.0,4.0,-4.0,4.0,-2.0,-1.0,0.0,-7.0,-8.0,11.0,4.0,7.0,-3.0,-6.0,-2.0,26.0,-14.0,7.0,11.0,8.0,12.0,-6.0,10.0,18.0,10.0,-3.0,-30.0,-5.0,1.0,-5.0,11.0,-9.0,-161.0,58.0,-2.0,-1.0,2.0,-17.0,2.0
BB00096SALM22.jpg,BB00096SALM22.jpg,0.0,2.0,-4.0,-10.0,0.0,-11.0,-2.0,-9.0,2.0,-5.0,-1.0,42.0,7.0,5.0,15.0,-8.0,-8.0,-24.0,5.0,-11.0,17.0,-22.0,-7.0,-5.0,0.0,11.0,-5.0,21.0,26.0,-1.0,10.0,-7.0,3.0,-27.0,25.0,5.0,6.0,11.0,32.0,11.0,2.0,-2.0,9.0,2.0,6.0,3.0,7.0,1.0,3.0,-6.0,-10.0,3.0,-5.0,-8.0,-4.0,12.0,8.0,19.0,-6.0,-10.0,-4.0,0.0,1.0,11.0,20.0,-12.0,-27.0,-30.0,-1.0,-2.0,-5.0,-37.0,2.0,-2.0,26.0,-6.0,-5.0,7.0,-14.0,1.0
BB00096SALM23.jpg,BB00096SALM23.jpg,1.0,0.0,11.0,8.0,0.0,-5.0,10.0,-11.0,-9.0,-18.0,-1.0,-20.0,-13.0,14.0,-7.0,-9.0,9.0,-27.0,-17.0,-30.0,15.0,4.0,-8.0,-3.0,1.0,-6.0,-30.0,-4.0,7.0,-15.0,-10.0,11.0,-7.0,75.0,-7.0,-10.0,-14.0,-13.0,-6.0,-31.0,3.0,2.0,0.0,-1.0,2.0,-1.0,-3.0,-4.0,-4.0,-9.0,-4.0,3.0,4.0,2.0,-2.0,6.0,7.0,4.0,-11.0,0.0,11.0,-5.0,-10.0,3.0,-12.0,-2.0,3.0,7.0,0.0,-1.0,5.0,0.0,-2.0,12.0,20.0,4.0,-1.0,1.0,-3.0,2.0
BB00096SALM24.jpg,BB00096SALM24.jpg,3.0,4.0,-1.0,8.0,15.0,-8.0,13.0,29.0,7.0,20.0,13.0,-12.0,-8.0,-11.0,4.0,-10.0,-15.0,6.0,14.0,23.0,16.0,-5.0,-7.0,-7.0,9.0,6.0,-4.0,-46.0,10.0,-10.0,-9.0,12.0,-11.0,11.0,43.0,-7.0,-2.0,-13.0,-66.0,-84.0,-1.0,-2.0,0.0,-3.0,-4.0,2.0,6.0,-6.0,1.0,0.0,6.0,3.0,2.0,6.0,1.0,-3.0,-5.0,6.0,2.0,10.0,5.0,8.0,3.0,-9.0,-13.0,-22.0,-15.0,11.0,10.0,-4.0,0.0,22.0,-1.0,-14.0,-45.0,2.0,1.0,21.0,-28.0,-33.0
BB00096SALM25.jpg,BB00096SALM25.jpg,-11.0,-13.0,0.0,1.0,-1.0,-3.0,5.0,18.0,13.0,11.0,13.0,44.0,-8.0,12.0,-12.0,-2.0,1.0,45.0,-39.0,-1.0,15.0,2.0,4.0,13.0,0.0,-3.0,11.0,-44.0,14.0,-4.0,-21.0,16.0,40.0,-22.0,-13.0,-3.0,-5.0,-56.0,-67.0,-50.0,11.0,9.0,3.0,6.0,5.0,9.0,11.0,2.0,0.0,4.0,-2.0,-3.0,5.0,-2.0,-6.0,-6.0,4.0,34.0,38.0,10.0,0.0,5.0,8.0,-9.0,1.0,-16.0,-24.0,-46.0,-7.0,-6.0,4.0,-94.0,18.0,-9.0,-30.0,1.0,0.0,19.0,3.0,7.0
BB00096SALM26.jpg,BB00096SALM26.jpg,2.0,5.0,-16.0,-3.0,-5.0,-7.0,2.0,12.0,-24.0,-3.0,18.0,-16.0,9.0,-2.0,-1.0,10.0,11.0,18.0,-5.0,-23.0,6.0,-2.0,-8.0,-7.0,16.0,8.0,12.0,-12.0,32.0,13.0,2.0,-6.0,1.0,-217.0,-104.0,33.0,18.0,1.0,53.0,7.0,10.0,4.0,3.0,3.0,6.0,-2.0,-1.0,-1.0,3.0,-5.0,1.0,0.0,0.0,-5.0,-2.0,-2.0,13.0,-9.0,0.0,2.0,-4.0,8.0,0.0,3.0,3.0,10.0,-9.0,-2.0,-12.0,-5.0,4.0,-8.0,6.0,-83.0,-105.0,3.0,2.0,-4.0,-11.0,-11.0
BB00096SALM27.jpg,BB00096SALM27.jpg,0.0,-2.0,2.0,-1.0,-24.0,-10.0,1.0,11.0,4.0,0.0,9.0,-15.0,-40.0,3.0,-40.0,89.0,10.0,13.0,24.0,4.0,5.0,-4.0,10.0,24.0,6.0,11.0,8.0,-1.0,25.0,101.0,-35.0,-8.0,62.0,-26.0,-24.0,-20.0,-14.0,24.0,3.0,84.0,-3.0,0.0,-6.0,2.0,-3.0,3.0,2.0,5.0,4.0,5.0,-3.0,-1.0,12.0,1.0,-9.0,-14.0,-4.0,1.0,7.0,-6.0,-1.0,0.0,-15.0,6.0,-7.0,8.0,-23.0,39.0,13.0,-1.0,-1.0,-76.0,24.0,19.0,14.0,3.0,-3.0,8.0,-12.0,7.0
BB00096SALM28.jpg,BB00096SALM28.jpg,3.0,2.0,-2.0,-25.0,-18.0,-11.0,-6.0,5.0,-43.0,-14.0,-5.0,22.0,-21.0,0.0,-9.0,-8.0,-3.0,-5.0,-28.0,-9.0,26.0,0.0,-3.0,0.0,-24.0,-18.0,-9.0,15.0,-6.0,-2.0,-18.0,-19.0,18.0,-26.0,174.0,10.0,7.0,-27.0,15.0,0.0,-7.0,-8.0,-2.0,2.0,-3.0,0.0,-2.0,-2.0,4.0,1.0,-1.0,6.0,5.0,4.0,-6.0,5.0,0.0,5.0,-2.0,7.0,25.0,-2.0,-3.0,1.0,-10.0,18.0,7.0,24.0,-4.0,3.0,1.0,5.0,-4.0,-181.0,-114.0,0.0,0.0,22.0,18.0,2.0
BB00096SALM29.jpg,BB00096SALM29.jpg,-6.0,1.0,2.0,8.0,4.0,1.0,21.0,1.0,-1.0,3.0,10.0,-22.0,-16.0,-9.0,-8.0,-18.0,-29.0,-7.0,-17.0,-3.0,-8.0,-4.0,-5.0,-29.0,-33.0,-31.0,-13.0,-65.0,-1.0,-18.0,-9.0,15.0,6.0,25.0,113.0,-9.0,-5.0,-3.0,9.0,48.0,12.0,0.0,1.0,-1.0,3.0,-6.0,-5.0,5.0,0.0,6.0,0.0,-1.0,5.0,-2.0,1.0,-2.0,4.0,7.0,-3.0,-6.0,4.0,-1.0,-5.0,6.0,-9.0,34.0,17.0,-14.0,-5.0,-1.0,-2.0,45.0,3.0,36.0,50.0,-1.0,-1.0,-13.0,10.0,6.0
BB00096SALM30.jpg,BB00096SALM30.jpg,-1.0,8.0,9.0,14.0,-8.0,0.0,-11.0,6.0,6.0,3.0,-10.0,-3.0,8.0,5.0,-3.0,5.0,-3.0,2.0,-4.0,11.0,-4.0,-5.0,9.0,26.0,-16.0,33.0,5.0,-13.0,-10.0,7.0,3.0,0.0,-3.0,43.0,27.0,11.0,7.0,-12.0,-29.0,-32.0,-6.0,-6.0,-3.0,-8.0,7.0,-4.0,0.0,2.0,4.0,4.0,10.0,3.0,-2.0,7.0,0.0,-4.0,-16.0,6.0,4.0,-14.0,13.0,1.0,0.0,0.0,-10.0,-9.0,-5.0,24.0,16.0,-4.0,2.0,2.0,-1.0,28.0,27.0,1.0,1.0,-3.0,1.0,-14.0
BB00096SALM31.jpg,BB00096SALM31.jpg,5.0,-1.0,2.0,-3.0,-3.0,11.0,-4.0,-71.0,11.0,7.0,6.0,12.0,0.0,3.0,5.0,12.0,1.0,-7.0,9.0,6.0,1.0,10.0,2.0,56.0,5.0,-10.0,11.0,-3.0,4.0,11.0,6.0,14.0,3.0,19.0,41.0,0.0,-2.0,-3.0,11.0,25.0,-1.0,3.0,-1.0,-3.0,1.0,0.0,2.0,23.0,-1.0,2.0,6.0,6.0,5.0,-3.0,-5.0,-5.0,6.0,7.0,1.0,-12.0,-11.0,3.0,-1.0,-17.0,-8.0,5.0,9.0,16.0,4.0,-3.0,0.0,3.0,4.0,1.0,-2.0,1.0,-1.0,17.0,-3.0,-12.0
BB00096SALM32.jpg,BB00096SALM32.jpg,6.0,11.0,18.0,-1.0,-20.0,5.0,-5.0,-8.0,-4.0,1.0,-9.0,-7.0,-11.0,26.0,-6.0,-10.0,2.0,-6.0,-18.0,-22.0,68.0,0.0,-3.0,1.0,-7.0,10.0,-13.0,10.0,-16.0,-12.0,-12.0,24.0,45.0,8.0,18.0,-10.0,3.0,-12.0,-14.0,-25.0,-5.0,-11.0,-10.0,-3.0,1.0,-6.0,-16.0,6.0,4.0,10.0,3.0,-2.0,3.0,2.0,-1.0,-8.0,4.0,2.0,0.0,7.0,22.0,7.0,-8.0,7.0,0.0,0.0,-6.0,21.0,-3.0,0.0,1.0,-55.0,18.0,-109.0,-7.0,-1.0,1.0,18.0,1.0,10.0
BB00096SALM33.jpg,BB00096SALM33.jpg,1.0,-9.0,-7.0,-1.0,3.0,12.0,-7.0,1.0,4.0,4.0,-3.0,-7.0,4.0,11.0,19.0,5.0,-9.0,11.0,-36.0,2.0,-8.0,-24.0,8.0,7.0,8.0,7.0,-25.0,2.0,13.0,8.0,15.0,-11.0,21.0,0.0,-23.0,13.0,3.0,-21.0,-15.0,16.0,3.0,11.0,6.0,0.0,1.0,-1.0,-3.0,-4.0,4.0,-2.0,-9.0,0.0,-2.0,-4.0,-1.0,-4.0,9.0,-8.0,-41.0,-6.0,1.0,-14.0,7.0,7.0,30.0,-26.0,15.0,-16.0,-7.0,-9.0,-4.0,28.0,7.0,-33.0,-6.0,-2.0,-1.0,-38.0,1.0,-11.0
BB00096SALM34.jpg,BB00096SALM34.jpg,1.0,0.0,-3.0,-30.0,-19.0,-13.0,0.0,6.0,10.0,7.0,-5.0,26.0,7.0,17.0,15.0,1.0,5.0,1.0,0.0,27.0,0.0,-7.0,8.0,6.0,2.0,28.0,-3.0,-4.0,9.0,1.0,11.0,17.0,24.0,-13.0,-20.0,19.0,14.0,4.0,-70.0,-28.0,0.0,-2.0,-1.0,-15.0,-19.0,-15.0,-5.0,-1.0,-4.0,-3.0,-1.0,-5.0,0.0,-4.0,-2.0,-2.0,5.0,1.0,1.0,8.0,-9.0,-6.0,8.0,-10.0,-14.0,-1.0,-22.0,-4.0,-5.0,2.0,1.0,-36.0,8.0,8.0,-10.0,-3.0,-6.0,8.0,10.0,-1.0
BB00096SALM35.jpg,BB00096SALM35.jpg,-4.0,2.0,4.0,-3.0,10.0,0.0,7.0,-17.0,14.0,-6.0,2.0,1.0,-4.0,-7.0,3.0,1.0,-2.0,0.0,1.0,43.0,-6.0,-3.0,6.0,2.0,15.0,18.0,8.0,12.0,9.0,8.0,1.0,27.0,9.0,-2.0,-7.0,-7.0,-6.0,-3.0,15.0,6.0,-1.0,-1.0,-4.0,10.0,-5.0,4.0,-9.0,6.0,-2.0,1.0,7.0,1.0,4.0,-1.0,0.0,1.0,7.0,-4.0,0.0,2.0,-1.0,0.0,5.0,-16.0,-22.0,-16.0,-30.0,-34.0,7.0,-1.0,-1.0,-33.0,-2.0,3.0,17.0,0.0,0.0,24.0,11.0,-13.0
BB00096SALM36.jpg,BB00096SALM36.jpg,2.0,-4.0,-4.0,-10.0,7.0,-7.0,-1.0,-10.0,3.0,2.0,3.0,-2.0,-1.0,-4.0,6.0,11.0,-10.0,-3.0,-9.0,-8.0,-6.0,-2.0,4.0,-8.0,-2.0,-13.0,2.0,29.0,-3.0,9.0,0.0,0.0,1.0,-24.0,7.0,0.0,1.0,-4.0,-11.0,37.0,-12.0,-1.0,1.0,7.0,-2.0,7.0,-2.0,1.0,-2.0,0.0,1.0,1.0,1.0,1.0,0.0,-6.0,-10.0,-5.0,0.0,2.0,1.0,-5.0,1.0,2.0,15.0,-1.0,-9.0,-7.0,-2.0,-3.0,3.0,-9.0,7.0,-20.0,-9.0,-2.0,1.0,-10.0,8.0,7.0
BB00096SALM37.jpg,BB00096SALM37.jpg,6.0,-8.0,-4.0,2.0,23.0,2.0,-17.0,14.0,15.0,4.0,6.0,-16.0,-22.0,-3.0,-11.0,-2.0,-4.0,9.0,-25.0,22.0,29.0,7.0,7.0,15.0,3.0,-6.0,-20.0,-24.0,17.0,0.0,-17.0,-21.0,-16.0,19.0,18.0,17.0,12.0,-10.0,13.0,2.0,-13.0,3.0,-2.0,-10.0,-22.0,-10.0,1.0,1.0,8.0,8.0,12.0,1.0,10.0,1.0,-5.0,-7.0,2.0,32.0,1.0,-12.0,-5.0,4.0,-7.0,-8.0,-1.0,-9.0,13.0,-21.0,-11.0,0.0,7.0,82.0,-24.0,26.0,53.0,1.0,0.0,11.0,-8.0,-8.0
BB00096SALM38.jpg,BB00096SALM38.jpg,1.0,-5.0,-5.0,-11.0,-9.0,-2.0,1.0,-3.0,-2.0,-5.0,-3.0,-17.0,3.0,8.0,1.0,-2.0,0.0,7.0,-51.0,-7.0,2.0,-21.0,6.0,6.0,2.0,-1.0,10.0,-5.0,-20.0,-6.0,2.0,21.0,23.0,14.0,13.0,0.0,4.0,-37.0,-12.0,56.0,-3.0,8.0,2.0,-4.0,4.0,-4.0,-6.0,6.0,-5.0,-4.0,-2.0,-3.0,-3.0,-2.0,-1.0,4.0,5.0,-7.0,0.0,13.0,0.0,0.0,5.0,-8.0,-12.0,32.0,-4.0,-97.0,9.0,11.0,4.0,-12.0,12.0,20.0,0.0,-2.0,0.0,-2.0,4.0,23.0
