"id","X1","Y1","X2","Y2","X3","Y3","X4","Y4","X5","Y5","X6","Y6","X7","Y7","X8","Y8","X9","Y9","X10","Y10","X11","Y11","X12","Y12","X13","Y13","X14","Y14","X15","Y15","X16","Y16","X17","Y17","X18","Y18","X19","Y19","X20","Y20","X21","Y21","X22","Y22","X23","Y23","X24","Y24","X25","Y25","X26","Y26","X27","Y27","X28","Y28","X29","Y29","X30","Y30","X31","Y31","X32","Y32","X33","Y33","X34","Y34","X35","Y35","X36","Y36","X37","Y37","X38","Y38","X39","Y39","X40","Y40"
"BB00096SALM20.jpg",1276,1947,1289,1920,1342,1906,1453,1880,1690,1729.6666,1520.6666,1871,1842,1857.6666,2043.3334,1696.3334,2513.3333,1678.6666,2749.3333,1678.6666,3232,1689.3334,3929,1791,4366,1798,4483,1862.3334,4355,1946.5,3937.6667,2030.3334,3524.3333,2201,3027.6667,2383.3333,2646.3333,2370,2437,2306,1944.6666,2281,1431.3334,2139.6667,1455,2059.6667,1830.6666,2147.6667,1980.5,1903.5,1970.5,2182,2139.5,1932,2713.5,2107.5,3233,1892,3931,1896,4356.5,1870.5,2203,1974,1638,2209,2575.6667,1554,2899,1526.6666,4306,1819.5,4307,1937,2665.3333,2312,2422,1801.3334,2840.6667,1836.6666
"BB00096SALM24.jpg",1835.5,1980,1852.5,1954,1886,1939.5,1993,1902.5,2216.3333,1760.3334,2083.6667,1898.3334,2361.6667,1892.3334,2510,1714,3019.5,1675.5,3269.5,1676,3752,1692,4406.6665,1831,4775,1816.5,4924.6665,1836.3334,4793.5,1938.5,4433,2039.5,4009,2185,3490.6667,2267.6667,3152,2275,2958,2252,2536,2241,2031.5,2150.5,2018.3334,2068.6667,2406,2164,2502.5,1930.5,2513,2176,2700.5,1953.5,3202,2014,3754.6667,1897.3334,4430.6665,1940,4789,1881,2740.3333,1975.6666,2221.6667,2189,3056.3333,1561.3334,3375,1564,4732.5,1835,4754,1940.5,3152.3333,2216,2935,1810,3367,1856
"BB00096SALM25.jpg",1563,1725.5,1580.5,1705.5,1600.5,1698,1713,1688.5,1917,1592,1777,1697,2023,1736,2160,1586,2546,1575,2794,1568,3178,1553,3798,1596,4127.3335,1540.6666,4234,1564,4151.3335,1658.6666,3854,1777,3456,1987.3334,2948.6667,2134,2711.3333,2131.3333,2528.6667,2119.3333,2128,2051,1711,1924,1698,1849,2026.6666,1988.3334,2141,1773,2136.3333,1994.3334,2307.6667,1832.3334,2752,1946,3173.6667,1761,3847,1693.3334,4146.6665,1598,2328.3333,1865,1843,1971.6666,2603,1431,2901,1413,4097.3335,1563.3334,4127.3335,1659.6666,2712,2095,2480,1681,2893,1731
"BB00096SALM27.jpg",1664.3334,1292.6666,1684.3334,1265.3334,1716.3334,1256.6666,1839,1232,2108,1114,1921,1240,2241,1279,2444,1093,2952,1120.3334,3236,1120.3334,3717,1127,4621,1279.6666,4971.6665,1307.6666,5079.6665,1386.3334,4953,1461.6666,4530.5,1488.5,4025,1666,3508,1775,3075,1763,2864,1741,2357,1688,1847,1511.6666,1827.3334,1441.6666,2226,1581,2381.3333,1337.6666,2350.6667,1587,2570.6667,1393.6666,3119,1470.6666,3709,1346.3334,4521,1382.3334,4957.3335,1385.3334,2638.6667,1433.3334,1998.6666,1577.3334,3027,939,3385,935,4914,1319.5,4906,1449.5,3069.3333,1716.3334,2785,1234,3314,1298
"BB00096SALM28.jpg",1713.3334,1863.6666,1735.3334,1831,1773.3334,1809,1917.5,1774.5,2154,1628,1985,1779,2296,1785,2486,1570,3014.6667,1516.6666,3293.3333,1505.3334,3824,1502,4622,1686.5,5092.5,1747,5213.3335,1823,5073,1899.5,4636,1942,4149,2099,3584,2215,3213.3333,2220,2979.3333,2194,2429,2153,1914,2062.3333,1909.5,1971,2329.6667,2070.6667,2471.5,1820,2478.5,2051,2673.5,1828,3215.6667,1907,3826.6667,1761,4633.6665,1814,5087.5,1823,2737,1868.3334,2104,2129,3043.6667,1521.3334,3326.3333,1508,5017,1760,5017,1886.5,3199.5,2161.5,2839.5,1631.75,3279.3333,1675.6666
"BB00096SALM29.jpg",1630,1642,1646,1613,1675.5,1596,1798.3334,1556.6666,2053,1383,1883,1559,2195,1543,2450,1318,2960,1287,3266.6667,1275,3795,1309,4615.3335,1527.6666,5071.5,1633,5193.3335,1742.6666,5030.5,1779,4630.6665,1778.6666,4174.6665,1901.3334,3610,1949,3177.3333,1963.3334,2949.3333,1944.6666,2408,1956.6666,1825.3334,1862.3334,1813.3334,1763.6666,2285.6667,1849,2406.3333,1564,2416.3333,1816.6666,2601.6667,1564,3228.3333,1632.3334,3801.3333,1536.3334,4634.3335,1649.3334,5050.5,1707,2647.3333,1631,2030,1911,2966,1075,3290,1040,5015.5,1637.5,4991.5,1766,3154.3333,1911.3334,2795,1388,3363,1450.6666
"BB00096SALM30.jpg",1553.6666,1422.3334,1557,1397,1593,1377,1693,1352.3334,1916.3334,1209.6666,1780.3334,1348.3334,2049,1336.3334,2207.3333,1161.3334,2579,1128,2772,1121,3125,1098,3642,1152,3957.5,1175,4077,1227,3957,1286.5,3664,1351,3273,1527,2981.3333,1575.3334,2699,1622,2537,1624,2211,1612,1740,1566,1712,1504.6666,2049.5,1566.5,2177,1361.6666,2146.3333,1572,2318.3333,1383.3334,2702.6667,1371.6666,3127,1278,3655.6667,1249.3334,3957.5,1225.5,2354,1400,1904.6666,1599,2599,996,2867,976,3921,1179.6666,3920,1280.3334,2684,1593.6666,2473.3333,1215.6666,2876,1270
"BB00096SALM31.jpg",1717.5,1581,1735.5,1556,1760.5,1548,1856,1521,2071,1397,1923.5,1518.5,2195,1515.5,2432.6667,1339,2719.5,1337.5,2927,1330,3330.6667,1329.3334,3903,1387,4261,1363.5,4390,1397,4278,1467.5,3924,1563,3594,1708,3163,1806,2866,1821,2703,1811.6666,2349,1811,1877,1729.6666,1883.6666,1673,2162.5,1754.5,2312.5,1537,2327,1726.5,2468,1541.5,2899,1567,3335,1489,3923,1468,4269.5,1414,2497,1577,2050,1770,2772,1210.6666,3028,1195.3334,4227.5,1379.5,4249,1465,2860.5,1770.5,2559,1413,2964,1457.3334
"BB00096SALM32.jpg",1934.3334,1346.6666,1941.3334,1332,1967,1317.6666,2086.3333,1290.3334,2313,1189,2147,1298,2424,1329,2612,1154,2988,1151,3216,1152,3662.3333,1181.6666,4238,1266,4622.5,1247.5,4726,1287.3334,4633.3335,1367,4322,1476.6666,3902,1628.6666,3430,1714.3334,3139.3333,1700.3334,2982,1670.3334,2510.6667,1625.6666,2093.3333,1510.6666,2100.6667,1461.3334,2427,1548,2554,1345,2531.5,1556,2729.5,1382,3173,1444.5,3665,1374,4317.6665,1367.3334,4630,1307,2743,1449,2232,1558,3002,1156,3296,1006,4572,1262,4587.5,1365,3135.3333,1645.6666,2876,1234,3316,1296
"BB00096SALM33.jpg",2092.6667,1737.3334,2108.3333,1714,2127,1703.3334,2218,1668,2390,1542,2260,1666,2524.6667,1650,2646.6667,1497.3334,2975.3333,1456.3334,3206,1455,3581.5,1463.5,4118,1538,4470.5,1568,4575,1616.6666,4467.5,1668,4136.3335,1734,3797.3333,1841,3376,1938.3334,3140,1942.3334,2992.5,1911,2611.3333,1910.6666,2246,1869.3334,2225.5,1799,2534.5,1843.5,2619,1637.5,2624.5,1864,2800,1654,3165.5,1717,3575.3333,1628.6666,4134,1640,4469.5,1620,2810.6667,1702.3334,2362,1887.6666,2981,1366,3314.5,1302.5,4440.5,1576,4445.5,1665.5,3121.3333,1900.6666,2908.3333,1537.6666,3286.6667,1587
"BB00096SALM34.jpg",1872,1569.6666,1887,1549.5,1909,1542.5,2024.3334,1542.6666,2195.3333,1444,2068,1552,2286,1588,2420,1414,2755.6667,1403,2969.6667,1409,3289.6667,1437.6666,3818,1612.3334,4072,1621,4170,1654.3334,4080.3333,1708,3763.3333,1768.3334,3471.3333,1837.6666,3053,1856.6666,2852.3333,1847.3334,2683,1829.3334,2400.6667,1816.3334,2012.6666,1733.6666,1995,1665.5,2281,1771,2391,1610.5,2362,1770.5,2526.5,1628,2889,1673,3273,1614.3334,3767,1687,4078.3333,1664.6666,2541,1656,2132,1761.6666,2808,1256,3111,1307,4029,1635,4049.5,1712.5,2845,1815,2716.3333,1473,3026,1549
"BB00096SALM35.jpg",2020.3334,1328.6666,2034.3334,1309.3334,2056.3333,1302,2151.6667,1270.6666,2351,1162,2221,1274.3334,2483,1291.6666,2679,1102.3334,2995,1092.5,3259,1075,3678.6667,1048.6666,4241,1082,4636,1058.3334,4763.6665,1088.3334,4652.3335,1160,4287.5,1277,4013,1439.3334,3486.5,1571,3186.5,1598,2976.3333,1581.3334,2645.6667,1583.3334,2183.5,1504.5,2171,1428,2519,1530,2608,1321,2602,1525.5,2778.5,1321.5,3210,1359,3682,1226.6666,4276,1173,4646,1109,2814.6667,1340,2338,1550,3030.5,969.5,3364,925,4593.3335,1074.3334,4617.3335,1159.6666,3181,1538,2920,1161,3337,1218
"BB00096SALM36.jpg",2255.3333,1519.6666,2266.6667,1500.3334,2283.3333,1488.3334,2362,1459.6666,2496.3333,1371.6666,2409,1458.3334,2606.3333,1466.3334,2781,1316.3334,3062.3333,1296.3334,3267,1294,3651,1295,4100.5,1375.5,4424.5,1384.5,4527.3335,1421.3334,4428,1476,4141,1558.5,3851,1692.3334,3440.6667,1728.3334,3186.6667,1729.6666,3056.6667,1718.3334,2740,1717,2377.3333,1650.3334,2365.5,1592.5,2642.5,1656.5,2708,1468.5,2720.5,1647.5,2835.5,1499,3189.6667,1538,3656,1461,4140,1469,4430,1429.5,2867,1511,2505,1678,3119.5,1177.5,3365.5,1156.5,4392.3335,1396.6666,4401.6665,1474.6666,3177,1707.3334,2978.3333,1366,3325,1405
"BB00096SALM37.jpg",653.3333,1311,674.6667,1260.3334,704,1239,828,1193.6666,1044,989,916,1181,1256,1113,1392,841,1806,737,2088,705,2530,669,3209,768,3647,791.5,3793,856,3642.5,938.5,3227,1052,2777,1216,2421,1224,2086.3333,1337.3334,1902.3334,1368,1445,1433.3334,938.3333,1457.3334,878.3333,1382.6666,1321,1400,1399.6666,1082.6666,1447.6666,1361.3334,1611.6666,1058.6666,2054.3333,1041.3334,2534,927,3218,904.3333,3648.5,861.5,1676.6666,1105.3334,1114.6666,1473.6666,1786,525,2215,478,3596.6667,808.3333,3602,933,2045,1278,1664.6666,877.3333,2169,894
"BB00096SALM38.jpg",1604,1841,1627,1798,1666,1792,1800,1770,2035,1626,1863,1773,2179,1784,2412,1615,2869.6667,1620,3153.6667,1617.3334,3627,1638.6666,4410,1745,4768.6665,1735.3334,4923,1774,4783.3335,1864,4448,1956,3929,2166,3375.3333,2292,3050,2277,2810,2229,2296,2204,1810.3334,2050,1774.5,1952.5,2167,2082,2319,1829.6666,2295,2055,2503,1865,3041,2042,3642.3333,1836.3334,4445.3335,1827.3334,4776.6665,1789.3334,2545,1898,1962.6666,2123.6667,2886,1423,3266,1418,4742,1747.6666,4753.3335,1863,3027.3333,2226.3333,2736,1704,3263,1763
"BB00096SALM39.jpg",1714.3334,1633.6666,1731,1613,1748.3334,1604.3334,1866.3334,1574.3334,2111.3333,1421.6666,1954,1572.3334,2263.3333,1569.6666,2464.6667,1355,2910,1311,3136.6667,1301.6666,3660.6667,1305,4324.6665,1451.6666,4768.5,1422,4916.6665,1452,4799.5,1546,4404.6665,1673.3334,3955.6667,1857,3445,1937,3067,1931.6666,2864.3333,1915.6666,2389.6667,1901,1893.3334,1824.3334,1887.6666,1744.3334,2293.6667,1829,2402.5,1583.5,2404,1809.5,2588.5,1595.5,3083,1615.3334,3658.3333,1543.3334,4403.3335,1560.3334,4783,1485,2625,1627,2111,1883,2934,1162,3232,1112,4734.3335,1442.6666,4765,1550.6666,3027,1891,2739.3333,1406,3165.3333,1466
"BB00096SALM40.jpg",1517.3336,1678.6667,1534.667,1640.0001,1570.0002,1624.6667,1690.0002,1596.0001,1954.3336,1464.6667,1771.3336,1609.6667,2116.3337,1632.6667,2330.667,1389.0001,2756.0005,1338.3334,3079.0005,1329.6667,3601.0005,1378.3334,4426.667,1598.0001,4804.3335,1652.6666,4968.8335,1733.6667,4797,1786.6666,4391.3335,1821.6667,3876.3337,1973.6667,3383.667,2080.3335,2945.0005,2043.0001,2778.3337,2013.6667,2283.3337,1982.6667,1727.3336,1874.6667,1692.8336,1789.1667,2140.0005,1922.3334,2265.3337,1641.0001,2241.3337,1899.6667,2452.667,1646.3334,3005.3337,1726.6667,3600.3337,1598.3334,4393.667,1706.3334,4801,1719.3334,2551.3337,1679.0001,1932.667,1927.0001,2838.3337,1173.6667,3337.3337,1298.6667,4750.25,1660,4747.5,1778,2970.6667,1975,2649,1450,3131,1506
"BB00096SALM41.jpg",1503.3334,1724.3334,1513.6666,1702.3334,1539.3334,1690.3334,1640.6666,1658.6666,1836.6666,1543,1703.3334,1663,1973.3334,1671.6666,2152.6667,1510.3334,2541,1494,2780,1497,3213,1512,3811,1622,4204,1646,4321,1683,4213.3335,1758.6666,3871,1814,3436,1979,2967,2014,2653,2027,2518,2001,2105,1994,1659,1907,1656.5,1832,2001,1896.6666,2114.3333,1705.3334,2105,1891.3334,2252.3333,1704.6666,2691,1756,3211.3333,1688.3334,3869,1714,4212,1698,2290.6667,1719.3334,1824,1938,2593.3333,1344.6666,2908,1344.6666,4189,1653,4190.5,1757.5,2659.6667,1949.3334,2434,1560,2871,1620
"BB00096SALM42.jpg",466,1068,478,1029.3334,515.3333,1011.3333,643.3333,968,912,798,715,971,1088,978,1324,754,1828,720,2174,702,2782,680,3628,818,4144.5,881.5,4312,950,4142,1028.5,3712,1126,3166,1350,2484,1458,2058.6667,1450,1837.3334,1442,1261.3334,1439.3334,678.6667,1286.3334,656.6667,1191.3334,1112,1306,1241,986.5,1246,1290.5,1436,1030,2062,1139,2790.3333,969.3333,3696,978,4141.5,952.5,1535.3334,1105,855,1368,1894.3334,493.3333,2442.3333,625.3333,4116,886.3333,4121.3335,1029,2042,1401,1811.6666,852,2272,895
"BB00096SALM43.jpg",719.5,1037.5,738.5,1011.5,769,999,884.5,958.5,1102.3334,833,957,959.6667,1245,959,1455,751,1837.5,728.5,2054,717.5,2537,723,3152,761,3552,784,3679.6667,830.3333,3554,894,3118.3333,1035.6666,2827.6667,1153,2296.6667,1275,1975.3334,1325.6666,1816.6666,1312,1363.3334,1291.3334,889,1213.3334,905.5,1116.5,1298.6666,1222.3334,1375.3334,957.6667,1392.6666,1202.3334,1570.6666,983,2002.3334,1029.3334,2529,912,3121,886.3333,3553.3333,841.3333,1592.6666,1002.6667,1106.3334,1255,1922.6666,729.3333,2313.3333,666.6667,3523.5,791.5,3531,894,1954,1301,1719,835,2177,883
"BB00096SALM44.jpg",1853,1453,1867.5,1428,1903,1407,1994,1362,2199.6667,1220.6666,2057.6667,1360.6666,2321.6667,1352,2461.6667,1171.3334,2960,1120,3167,1109,3586,1113,4203,1218,4644,1219,4772,1263,4650.3335,1335.6666,4213.6665,1426,3792.3333,1546,3435,1554,3073,1606,2936,1599,2500,1666,2020,1606,1984.5,1535.5,2361.3333,1583,2454,1333,2447.3333,1567.6666,2623,1347,3096.5,1354,3587.6667,1276.3334,4209,1301,4648.3335,1279,2671.3333,1386.3334,2198,1639,3048,963,3289,890,4604.5,1231,4619.5,1334.5,3057.5,1566.5,2697.6667,1197.3334,3248,1231.3334
"BB00096SALM45.jpg",1408.5,1395,1436,1370,1447.5,1366.5,1569.6666,1308.6666,1822,1162,1642,1311,1987,1320,2172,1081,2608,1026.6666,2902.6667,1010.6667,3392,1022.6667,4136.6665,1132.3334,4557,1178,4722,1219,4565.5,1292,4095,1382,3673,1540,3115.3333,1664,2850,1697,2573,1683,2148,1688,1603,1600,1593.5,1514.5,2015.5,1607,2137,1328.3334,2149.6667,1587,2357.6667,1340.3334,2823.3333,1424.3334,3393,1241.3334,4096,1247,4564,1231.5,2404,1383,1815.6666,1635,2710,871,3041,870,4530.3335,1182,4539,1292,2802,1620,2497,1156,2996,1204
"BB00096SALM46.jpg",2054.5,2140,2059,2120,2081.5,2105.5,2160.5,2089.5,2330.5,1986,2218.5,2094.5,2433,2103,2533,1963.5,2909,1930,3090,1930,3469,1952,3957.6667,2057.6667,4266,2082.6667,4377.6665,2116.3333,4267,2177.3333,4011,2212.3333,3675.6667,2327.6667,3282.3333,2428.6667,3001,2419.3333,2858.6667,2393,2523.3333,2340.3333,2171,2272.6667,2171,2219,2451,2295,2544.5,2126,2546.5,2299.5,2683,2152.5,3036,2207.5,3463,2113,4011,2149.6667,4268.6665,2129,2705,2155.3333,2312.3333,2298.6667,2959.5,1766,3237,1784.5,4233,2087.3333,4242.6665,2176,2999,2392.5,2796,2028,3154,2056
"BB00096SALM47.jpg",1872.3334,1862,1876.6666,1850.3334,1905.6666,1835.3334,1983.5,1825.5,2168,1728,2036,1831,2268,1864,2431.3333,1719.3334,2748,1702,2937,1705.5,3313,1726,3755.6667,1813.3334,4137,1835.3334,4243,1866,4140.6665,1918,3841,1968,3518,2083,3100.3333,2153,2867,2146,2721,2137.5,2363.3333,2108.3333,1986.3334,2003.6666,2002,1961.6666,2241.3333,2056,2376.5,1913,2371,2061,2511,1930,2903.3333,1984,3304,1898,3842.5,1912.5,4139.3335,1876.6666,2539,1968,2108,2043,2781,1574.6666,3049,1580.6666,4104,1841,4110,1918.5,2864.5,2125.5,2641,1797,3011,1842.5
"BB00096SALM48.jpg",1671,1822,1670,1797,1687.5,1790,1766,1765.6666,1941.3334,1653,1829.3334,1765.6666,2066.6667,1756.3334,2211.3333,1604.3334,2520,1572.6666,2724,1572.6666,3098.6667,1602,3643,1762,3915.5,1810.5,4028,1863,3908,1900.5,3581,1910,3234,1994,2885,2012,2633.6667,2022,2518.3333,2016,2191,2009,1792,1949,1789,1901.6666,2090.5,1932.5,2168.5,1767,2170.5,1950.5,2306.5,1779.5,2639.5,1800.5,3088.6667,1762.6666,3585.3333,1824,3910,1851,2346.6667,1819,1941,1978,2555.3333,1454.6666,2816,1428.6666,3875,1812,3868.25,1891.5,2629.6667,1985,2433,1645,2742,1685
